Data,Poziom,Zmiana,Opad,Temperatura
01.04.2011,"86,28","-0,09","11,0","11,7"
01.05.2011,"86,15","-0,13","19,7","13,9"
01.06.2011,"86,05","-0,10","65,9","18,8"
01.07.2011,"85,96","-0,09","96,1","17,9"
01.08.2011,"85,90","-0,06","39,8","19,3"
01.09.2011,"85,86","-0,04","14,3","15,7"
01.10.2011,"85,81","-0,05","15,6","9,8"
01.11.2011,"85,78","-0,03","8,0","4,1"
01.12.2011,"85,79","0,01","43,6","3,5"
01.01.2012,"85,86","0,07","77,6","0,5"
01.02.2012,"85,93","0,07","41,2","-4,1"
01.03.2012,"86,01","0,08","11,1","6,5"
01.04.2012,"86,03","0,02","22,4","9,5"
01.05.2012,"85,98","-0,05","29,1","15,0"
01.06.2012,"85,93","-0,05","94,9","16,8"
01.07.2012,"85,86","-0,07","56,2","19,8"
01.08.2012,"85,80","-0,06","40,8","19,3"
01.09.2012,"85,72","-0,08","43,3","15,0"
01.10.2012,"85,65","-0,07","33,9","9,0"
01.11.2012,"85,61","-0,04","39,3","5,7"
01.12.2012,"85,63","0,02","25,4","-0,6"
01.01.2013,"85,72","0,09","66,1","-2,0"
01.02.2013,"85,86","0,14","46,4","0,0"
01.03.2013,"85,99","0,13","51,0","-1,7"
01.04.2013,"86,08","0,09","29,5","8,5"
01.05.2013,"86,11","0,03","102,0","15,1"
01.06.2013,"86,05","-0,06","77,5","17,8"
01.07.2013,"85,96","-0,09","70,3","20,3"
01.08.2013,"85,88","-0,08","58,8","19,4"
01.09.2013,"85,81","-0,07","90,9","13,0"
01.10.2013,"85,80","-0,01","17,6","11,1"
01.11.2013,"85,89","0,09","47,0","5,4"
01.12.2013,"85,97","0,08","24,1","3,0"
01.01.2014,"86,06","0,09","52,4","-0,9"
01.02.2014,"86,12","0,06","3,6","4,2"
01.03.2014,"86,17","0,05","55,6","7,2"
01.04.2014,"86,18","0,01","32,9","11,1"
01.05.2014,"86,14","-0,04","89,1","13,7"
01.06.2014,"86,05","-0,09","19,6","16,5"
01.07.2014,"85,94","-0,11","39,9","22,1"
01.08.2014,"85,81","-0,13","90,5","18,2"
01.09.2014,"85,70","-0,11","41,0","15,8"
01.10.2014,"85,65","-0,05","30,9","11,3"
01.11.2014,"85,61","-0,04","17,2","6,1"
01.12.2014,"85,64","0,03","30,6","1,8"
01.01.2015,"85,69","0,05","34,2","2,2"
01.02.2015,"85,76","0,07","12,8","1,3"
01.03.2015,"85,81","0,05","40,3","5,7"
01.04.2015,"85,88","0,07","26,6","8,9"
01.05.2015,"85,89","0,01","25,8","13,2"
01.06.2015,"85,82","-0,07","76,6","16,3"
01.07.2015,"85,73","-0,09","59,2","19,8"
01.08.2015,"85,61","-0,12","30,3","22,7"
01.09.2015,"85,49","-0,12","28,0","15,3"
01.10.2015,"85,39","-0,10","29,4","8,3"
01.11.2015,"85,33","-0,06","47,3","6,5"
01.12.2015,"85,34","0,01","21,0","5,8"
01.01.2016,"85,37","0,03","30,3","-1,5"
01.02.2016,"85,40","0,03","40,5","3,8"
01.03.2016,"85,45","0,05","27,3","4,2"
01.04.2016,"85,49","0,04","16,1","9,2"
01.05.2016,"85,50","0,01","38,2","15,8"
01.06.2016,"85,45","-0,05","45,1","19,0"
01.07.2016,"85,40","-0,05","130,9","19,5"
01.08.2016,"85,36","-0,04","35,5","18,3"
01.09.2016,"85,35","-0,01","6,9","17,2"
01.10.2016,"85,37","0,02","121,2","8,5"
01.11.2016,"85,48","0,11","40,5","3,3"
01.12.2016,"85,61","0,13","44,6","1,8"
01.01.2017,"85,78","0,17","16,5","-2,1"
01.02.2017,"85,93","0,15","25,5","0,8"
01.03.2017,"86,03","0,10","29,5","6,9"
01.04.2017,"86,09","0,06","29,7","7,9"
01.05.2017,"86,10","0,01","48,9","14,1"
01.06.2017,"86,05","-0,05","70,6","18,1"
01.07.2017,"85,98","-0,07","111,3","18,6"
01.08.2017,"85,92","-0,06","86,0","19,3"
01.09.2017,"85,93","0,01","77,2","13,9"
01.10.2017,"86,01","0,08","90,2","11,4"
01.11.2017,"86,10","0,09","48,8","5,6"
01.12.2017,"86,18","0,08","51,1","2,9"
01.01.2018,"86,24","0,06","55,7","2,3"
01.02.2018,"86,26","0,02","3,3","-2,4"
01.03.2018,"86,23","-0,03","33,9","1,0"
01.04.2018,"86,16","-0,07","27,7","13,5"
01.05.2018,"86,09","-0,07","50,2","17,4"
01.06.2018,"86,02","-0,07","72,1","19,8"
01.07.2018,"85,95","-0,07","103,1","20,6"
01.08.2018,"85,88","-0,07","15,0","21,8"
01.09.2018,"85,80","-0,08","37,8","16,6"
01.10.2018,"85,75","-0,05","39,8","11,2"
01.11.2018,"85,70","-0,05","17,7","5,4"
01.12.2018,"85,74","0,04","50,9","2,6"
01.01.2019,"85,83","0,09","41,7","-0,3"
01.02.2019,"85,94","0,11","25,7","4,0"
01.03.2019,"86,05","0,11","37,7","7,0"
01.04.2019,"86,10","0,05","9,1","10,7"
01.05.2019,"86,05","-0,05","102,5","12,3"
01.06.2019,"85,96","-0,09","17,5","23,1"
01.07.2019,"85,85","-0,11","10,1","19,7"
01.08.2019,"85,74","-0,11","43,5","21,3"
01.09.2019,"85,63","-0,11","50,8","14,9"
01.10.2019,"85,56","-0,07","21,6","11,5"
01.11.2019,"85,53","-0,03","38,4","6,8"
01.12.2019,"85,53","0,00","18,3","3,8"
01.01.2020,"85,58","0,05","33,1","3,5"
01.02.2020,"85,66","0,08","66,0","5,4"
01.03.2020,"85,75","0,09","27,1","5,4"
01.04.2020,"85,80","0,05","5,0","9,4"
01.05.2020,"85,78","-0,02","61,3","12,1"
01.06.2020,"85,76","-0,02","89,9","18,8"
01.07.2020,"85,76","0,00","46,1","19,5"
01.08.2020,"85,73","-0,03","97,0","21,1"
01.09.2020,"85,68","-0,05","46,7","15,9"
01.10.2020,"85,67","-0,01","77,4","11,4"
01.11.2020,"85,74","0,07","10,0","6,4"
01.12.2020,"85,83","0,09","29,2","2,5"
01.01.2021,"85,95","0,12","45,6","-0,2"
01.02.2021,"86,09","0,14","32,5","-0,4"
01.03.2021,"86,17","0,08","12,3","4,4"
01.04.2021,"86,21","0,04","38,5","6,8"
01.05.2021,"86,19","-0,02","91,0","12,7"
01.06.2021,"86,15","-0,04","38,4","20,5"
01.07.2021,"86,11","-0,04","53,9","21,4"
01.08.2021,"86,06","-0,05","90,3","18,0"
01.09.2021,"86,04","-0,02","8,4","15,7"
01.10.2021,"86,01","-0,03","26,7","10,5"
01.11.2021,"86,00","-0,01","32,8","5,8"
01.12.2021,"86,03","0,03","29,4","-0,2"
01.01.2022,"86,09","0,06","59,4","1,7"
01.02.2022,"86,13","0,04","55,5","4,5"
01.03.2022,"86,16","0,03","0,0","4,3"
01.04.2022,"86,13","-0,03","38,8","7,8"
01.05.2022,"86,09","-0,04","49,9","14,6"
01.06.2022,"86,00","-0,09","58,6","19,6"
01.07.2022,"85,91","-0,09","65,2","20,4"
01.08.2022,"85,82","-0,09","32,1","22,2"
01.09.2022,"85,74","-0,08","43,8","13,7"
01.10.2022,"85,70","-0,04","37,9","12,6"
01.11.2022,"85,66","-0,04","16,2","5,0"
01.12.2022,"85,63","-0,03","39,1","1,2"
01.01.2023,"85,67","0,04","47,4","3,5"
01.02.2023,"85,79","0,12","37,0","2,6"
01.03.2023,"85,94","0,15","43,2","5,1"
01.04.2023,"86,04","0,10","44,4","8,4"
01.05.2023,"86,06","0,02","29,1","13,3"
01.06.2023,"85,96","-0,10","39,3","19,3"
01.07.2023,"85,83","-0,13","38,4","20,4"
01.08.2023,"85,71","-0,12","105,5","20,0"
01.09.2023,"85,62","-0,09","7,8","18,7"
01.10.2023,"85,57","-0,05","48,4","11,5"
01.11.2023,"85,54","-0,03","84,5","4,8"
