Data,Poziom,Zmiana,Opad,Temperatura
01.03.2004,"97,45","-0,03","29,1","4,7"
01.04.2004,"97,41","-0,04","31,6","9,4"
01.05.2004,"97,35","-0,06","50,3","12,5"
01.06.2004,"97,22","-0,13","38,5","16,0"
01.07.2004,"97,16","-0,06","31,7","18,0"
01.08.2004,"96,99","-0,17","77,4","20,0"
01.09.2004,"96,82","-0,17","29,5","14,3"
01.10.2004,"96,68","-0,14","57,3","10,5"
01.11.2004,"96,59","-0,09","46,8","4,2"
01.12.2004,"96,57","-0,02","35,8","1,7"
01.01.2005,"96,57","0,00","28,2","1,8"
01.02.2005,"96,55","-0,02","51,6","-1,8"
01.03.2005,"96,62","0,07","22,8","1,4"
01.04.2005,"96,77","0,15","31,0","9,1"
01.05.2005,"96,92","0,15","88,5","13,6"
01.06.2005,"96,97","0,05","33,6","16,5"
01.07.2005,"96,97","0,00","65,4","20,1"
01.08.2005,"96,82","-0,15","23,1","17,3"
01.09.2005,"96,62","-0,20","24,2","16,2"
01.10.2005,"96,46","-0,16","6,6","10,8"
01.11.2005,"96,38","-0,08","28,5","3,5"
01.12.2005,"96,31","-0,07","100,7","0,3"
01.01.2006,"96,28","-0,03","19,4","-6,1"
01.02.2006,"96,24","-0,04","46,3","-1,3"
01.03.2006,"96,30","0,06","33,3","0,9"
01.04.2006,"96,38","0,08","51,1","9,1"
01.05.2006,"96,48","0,10","50,9","13,6"
01.06.2006,"96,54","0,06","20,0","18,1"
01.07.2006,"96,44","-0,10","11,2","23,5"
01.08.2006,"96,31","-0,13","205,5","17,8"
01.09.2006,"96,18","-0,13","13,2","17,1"
01.10.2006,"96,13","-0,05","44,7","11,5"
01.11.2006,"96,04","-0,09","42,8","6,8"
01.12.2006,"96,02","-0,02","37,6","4,7"
01.01.2007,"96,10","0,08","90,3","4,5"
01.02.2007,"96,43","0,33","49,7","1,2"
01.03.2007,"96,68","0,25","60,9","6,7"
01.04.2007,"97,14","0,46","13,7","10,2"
01.05.2007,"97,51","0,37","46,4","15,2"
01.06.2007,"97,57","0,06","59,3","19,1"
01.07.2007,"97,45","-0,12","136,1","18,8"
01.08.2007,"97,35","-0,10","61,8","18,9"
01.09.2007,"97,18","-0,17","40,3","13,8"
01.10.2007,"97,01","-0,17","16,0","8,5"
01.11.2007,"96,86","-0,15","48,1","2,9"
01.12.2007,"96,77","-0,09","27,6","1,2"
01.01.2008,"96,83","0,06","84,8","2,6"
01.02.2008,"96,92","0,09","30,2","4,4"
01.03.2008,"97,18","0,26","50,9","4,7"
01.04.2008,"97,48","0,30","33,9","8,8"
01.05.2008,"97,69","0,21","19,2","14,1"
01.06.2008,"97,63","-0,06","14,3","18,0"
01.07.2008,"97,55","-0,08","36,3","19,9"
01.08.2008,"97,30","-0,25","83,3","18,8"
01.09.2008,"97,06","-0,24","22,3","13,7"
01.10.2008,"96,89","-0,17","67,8","9,8"
01.11.2008,"96,72","-0,17","16,4","5,7"
01.12.2008,"96,66","-0,06","20,0","1,5"
01.01.2009,"96,56","-0,10","21,2","-2,6"
01.02.2009,"96,48","-0,08","33,9","-0,3"
01.03.2009,"96,43","-0,05","48,0","4,2"
01.04.2009,"96,38","-0,05","3,5","11,7"
01.05.2009,"96,30","-0,08","80,1","13,3"
01.06.2009,"96,27","-0,03","104,1","15,9"
01.07.2009,"96,19","-0,08","110,2","19,7"
01.08.2009,"96,12","-0,07","63,0","19,3"
01.09.2009,"96,00","-0,12","39,9","16,2"
01.10.2009,"95,88","-0,12","57,5","7,8"
01.11.2009,"95,82","-0,06","42,6","6,8"
01.12.2009,"95,75","-0,07","45,3","-0,7"
01.01.2010,"95,79","0,04","52,5","-6,5"
01.02.2010,"95,89","0,10","28,9","-1,0"
01.03.2010,"96,14","0,25","52,6","3,7"
01.04.2010,"96,33","0,19","44,9","8,8"
01.05.2010,"96,70","0,37","100,1","11,5"
01.06.2010,"97,11","0,41","62,1","17,1"
01.07.2010,"97,30","0,19","81,5","21,7"
01.08.2010,"97,32","0,02","119,7","18,9"
01.09.2010,"97,35","0,03","57,0","12,9"
01.10.2010,"97,40","0,05","5,6","6,7"
01.11.2010,"97,72","0,32","151,0","4,9"
01.12.2010,"98,13","0,41","85,2","-5,8"
01.01.2011,"98,53","0,40","32,4","0,3"
01.02.2011,"98,73","0,20","26,9","-3,0"
01.03.2011,"98,73","0,00","22,1","3,5"
01.04.2011,"98,64","-0,09","11,0","11,7"
01.05.2011,"98,46","-0,18","19,7","13,9"
01.06.2011,"98,27","-0,19","65,9","18,8"
01.07.2011,"98,08","-0,19","96,1","17,9"
01.08.2011,"97,89","-0,19","39,8","19,3"
01.09.2011,"97,79","-0,10","14,3","15,7"
01.10.2011,"97,59","-0,20","15,6","9,8"
01.11.2011,"97,42","-0,17","8,0","4,1"
01.12.2011,"97,30","-0,12","43,6","3,5"
01.01.2012,"97,22","-0,08","77,6","0,5"
01.02.2012,"97,20","-0,02","41,2","-4,1"
01.03.2012,"97,20","0,00","11,1","6,5"
01.04.2012,"97,19","-0,01","22,4","9,5"
01.05.2012,"97,11","-0,08","29,1","15,0"
01.06.2012,"96,98","-0,13","94,9","16,8"
01.07.2012,"96,90","-0,08","56,2","19,8"
01.08.2012,"96,73","-0,17","40,8","19,3"
01.09.2012,"96,54","-0,19","43,3","15,0"
01.10.2012,"96,37","-0,17","33,9","9,0"
01.11.2012,"96,23","-0,14","39,3","5,7"
01.12.2012,"96,14","-0,09","25,4","-0,6"
01.01.2013,"96,14","0,00","66,1","-2,0"
01.02.2013,"96,23","0,09","46,4","0,0"
01.03.2013,"96,38","0,15","51,0","-1,7"
01.04.2013,"96,53","0,15","29,5","8,5"
01.05.2013,"96,64","0,11","102,0","15,1"
01.06.2013,"96,64","0,00","77,5","17,8"
01.07.2013,"96,57","-0,07","70,3","20,3"
01.08.2013,"96,43","-0,14","58,8","19,4"
01.09.2013,"96,28","-0,15","90,9","13,0"
01.10.2013,"96,16","-0,12","17,6","11,1"
01.11.2013,"96,12","-0,04","47,0","5,4"
01.12.2013,"96,09","-0,03","24,1","3,0"
01.01.2014,"96,19","0,10","52,4","-0,9"
01.02.2014,"96,36","0,17","3,6","4,2"
01.03.2014,"96,56","0,20","55,6","7,2"
01.04.2014,"96,72","0,16","32,9","11,1"
01.05.2014,"96,79","0,07","89,1","13,7"
01.06.2014,"96,75","-0,04","19,6","16,5"
01.07.2014,"96,52","-0,23","39,9","22,1"
01.08.2014,"96,31","-0,21","90,5","18,2"
01.09.2014,"96,10","-0,21","41,0","15,8"
01.10.2014,"96,03","-0,07","30,9","11,3"
01.11.2014,"95,90","-0,13","17,2","6,1"
01.12.2014,"95,80","-0,10","30,6","1,8"
01.01.2015,"95,69","-0,11","34,2","2,2"
01.02.2015,"95,60","-0,09","12,8","1,3"
01.03.2015,"95,55","-0,05","40,3","5,7"
01.04.2015,"95,45","-0,10","26,6","8,9"
01.05.2015,"95,42","-0,03","25,8","13,2"
01.06.2015,"95,31","-0,11","76,6","16,3"
01.07.2015,"95,14","-0,17","59,2","19,8"
01.08.2015,"94,97","-0,17","30,3","22,7"
01.09.2015,"94,89","-0,08","28,0","15,3"
01.10.2015,"94,74","-0,15","29,4","8,3"
01.11.2015,"94,62","-0,12","47,3","6,5"
01.12.2015,"94,55","-0,07","21,0","5,8"
01.01.2016,"94,49","-0,06","30,3","-1,5"
01.02.2016,"94,47","-0,02","40,5","3,8"
01.03.2016,"94,40","-0,07","27,3","4,2"
01.04.2016,"94,31","-0,09","16,1","9,2"
01.05.2016,"94,23","-0,08","38,2","15,8"
01.06.2016,"94,13","-0,10","45,1","19,0"
01.07.2016,"94,09","-0,04","130,9","19,5"
01.08.2016,"93,99","-0,10","35,5","18,3"
01.09.2016,"93,89","-0,10","6,9","17,2"
01.10.2016,"93,78","-0,11","121,2","8,5"
01.11.2016,"93,85","0,07","40,5","3,3"
01.12.2016,"94,00","0,15","44,6","1,8"
01.01.2017,"94,10","0,10","16,5","-2,1"
01.02.2017,"94,31","0,21","25,5","0,8"
01.03.2017,"94,47","0,16","29,5","6,9"
01.04.2017,"94,58","0,11","29,7","7,9"
01.05.2017,"94,66","0,08","48,9","14,1"
01.06.2017,"94,66","0,00","70,6","18,1"
01.07.2017,"94,55","-0,11","111,3","18,6"
01.08.2017,"94,46","-0,09","86,0","19,3"
01.09.2017,"94,48","0,02","77,2","13,9"
01.10.2017,"94,64","0,16","90,2","11,4"
01.11.2017,"94,78","0,14","48,8","5,6"
01.12.2017,"95,22","0,44","51,1","2,9"
01.01.2018,"95,81","0,59","55,7","2,3"
01.02.2018,"96,35","0,54","3,3","-2,4"
01.03.2018,"96,76","0,41","33,9","1,0"
01.04.2018,"96,87","0,11","27,7","13,5"
01.05.2018,"96,87","0,00","50,2","17,4"
01.06.2018,"96,79","-0,08","72,1","19,8"
01.07.2018,"96,62","-0,17","103,1","20,6"
01.08.2018,"96,19","-0,43","15,0","21,8"
01.09.2018,"95,89","-0,30","37,8","16,6"
01.10.2018,"95,65","-0,24","39,8","11,2"
01.11.2018,"95,34","-0,31","17,7","5,4"
01.12.2018,"95,21","-0,13","50,9","2,6"
01.01.2019,"95,13","-0,08","41,7","-0,3"
01.02.2019,"95,07","-0,06","25,7","4,0"
01.03.2019,"95,02","-0,05","37,7","7,0"
01.04.2019,"94,89","-0,13","9,1","10,7"
01.05.2019,"94,77","-0,12","102,5","12,3"
01.06.2019,"94,61","-0,16","17,5","23,1"
01.07.2019,"94,41","-0,20","10,1","19,7"
01.08.2019,"94,22","-0,19","43,5","21,3"
01.09.2019,"94,14","-0,08","50,8","14,9"
01.10.2019,"94,03","-0,11","21,6","11,5"
01.11.2019,"93,98","-0,05","38,4","6,8"
01.12.2019,"93,94","-0,04","18,3","3,8"
01.01.2020,"93,87","-0,07","33,1","3,5"
01.02.2020,"93,87","0,00","66,0","5,4"
01.03.2020,"93,93","0,06","27,1","5,4"
01.04.2020,"93,93","0,00","5,0","9,4"
01.05.2020,"93,85","-0,08","61,3","12,1"
01.06.2020,"93,73","-0,12","89,9","18,8"
01.07.2020,"93,68","-0,05","46,1","19,5"
01.08.2020,"93,56","-0,12","97,0","21,1"
01.09.2020,"93,46","-0,10","46,7","15,9"
01.10.2020,"93,41","-0,05","77,4","11,4"
01.11.2020,"93,38","-0,03","10,0","6,4"
01.12.2020,"93,36","-0,02","29,2","2,5"
01.01.2021,"93,36","0,00","45,6","-0,2"
01.02.2021,"93,39","0,03","32,5","-0,4"
01.03.2021,"93,61","0,22","12,3","4,4"
01.04.2021,"93,87","0,26","38,5","6,8"
01.05.2021,"94,16","0,29","91,0","12,7"
01.06.2021,"94,24","0,08","38,4","20,5"
01.07.2021,"94,25","0,01","53,9","21,4"
01.08.2021,"94,18","-0,07","90,3","18,0"
01.09.2021,"94,09","-0,09","8,4","15,7"
01.10.2021,"94,03","-0,06","26,7","10,5"
01.11.2021,"94,00","-0,03","32,8","5,8"
01.12.2021,"93,94","-0,06","29,4","-0,2"
01.01.2022,"93,95","0,01","59,4","1,7"
01.02.2022,"94,15","0,20","55,5","4,5"
01.03.2022,"94,29","0,14","0,0","4,3"
01.04.2022,"94,48","0,19","38,8","7,8"
01.05.2022,"94,48","0,00","49,9","14,6"
01.06.2022,"94,43","-0,05","58,6","19,6"
01.07.2022,"94,29","-0,14","65,2","20,4"
01.08.2022,"94,10","-0,19","32,1","22,2"
01.09.2022,"93,93","-0,17","43,8","13,7"
01.10.2022,"93,83","-0,10","37,9","12,6"
01.11.2022,"93,67","-0,16","16,2","5,0"
01.12.2022,"93,56","-0,11","39,1","1,2"
01.01.2023,"93,54","-0,02","47,4","3,5"
01.02.2023,"93,61","0,07","37,0","2,6"
01.03.2023,"93,73","0,12","43,2","5,1"
01.04.2023,"93,97","0,24","44,4","8,4"
01.05.2023,"94,15","0,18","29,1","13,3"
01.06.2023,"94,17","0,02","39,3","19,3"
01.07.2023,"94,02","-0,15","38,4","20,4"
01.08.2023,"93,85","-0,17","105,5","20,0"
01.09.2023,"93,77","-0,08","7,8","18,7"
01.10.2023,"93,63","-0,14","48,4","11,5"
01.11.2023,"93,56","-0,07","84,5","4,8"
