Data,Poziom,Zmiana,Opad,Temperatura
01.06.2010,"103,21","0,07","62,1","17,1"
01.07.2010,"103,22","0,01","81,5","21,7"
01.08.2010,"103,22","0,00","119,7","18,9"
01.09.2010,"103,22","0,00",57,"12,9"
01.10.2010,"103,21","-0,01","5,6","6,7"
01.11.2010,"103,21","0,00",151,"4,9"
01.12.2010,"103,24","0,03","85,2","-5,8"
01.01.2011,"103,36","0,12","32,4","0,3"
01.02.2011,"103,53","0,17","26,9",-3
01.03.2011,"103,62","0,09","22,1","3,5"
01.04.2011,"103,65","0,03",11,"11,7"
01.05.2011,"103,65","0,00","19,7","13,9"
01.06.2011,"103,61","-0,04","65,9","18,8"
01.07.2011,"103,54","-0,07","96,1","17,9"
01.08.2011,"103,49","-0,05","39,8","19,3"
01.09.2011,"103,46","-0,03","14,3","15,7"
01.10.2011,"103,39","-0,07","15,6","9,8"
01.11.2011,"103,33","-0,06",8,"4,1"
01.12.2011,"103,29","-0,04","43,6","3,5"
01.01.2012,"103,29","0,00","77,6","0,5"
01.02.2012,"103,33","0,04","41,2","-4,1"
01.03.2012,"103,39","0,06","11,1","6,5"
01.04.2012,"103,42","0,03","22,4","9,5"
01.05.2012,"103,42","0,00","29,1",15
01.06.2012,"103,39","-0,03","94,9","16,8"
01.07.2012,"103,36","-0,03","56,2","19,8"
01.08.2012,"103,34","-0,02","40,8","19,3"
01.09.2012,"103,27","-0,07","43,3",15
01.10.2012,"103,20","-0,07","33,9",9
01.11.2012,"103,14","-0,06","39,3","5,7"
01.12.2012,"103,13","-0,01","25,4","-0,6"
01.01.2013,"103,13","0,00","66,1",-2
01.02.2013,"103,17","0,04","46,4",0
01.03.2013,"103,24","0,07",51,"-1,7"
01.04.2013,"103,28","0,04","29,5","8,5"
01.05.2013,"103,34","0,06",102,"15,1"
01.06.2013,"103,36","0,02","77,5","17,8"
01.07.2013,"103,36","0,00","70,3","20,3"
01.08.2013,"103,30","-0,06","58,8","19,4"
01.09.2013,"103,29","-0,01","90,9",13
01.10.2013,"103,29","0,00","17,6","11,1"
01.11.2013,"103,29","0,00",47,"5,4"
01.12.2013,"103,29","0,00","24,1",3
01.01.2014,"103,32","0,03","52,4","-0,9"
01.02.2014,"103,41","0,09","3,6","4,2"
01.03.2014,"103,47","0,06","55,6","7,2"
01.04.2014,"103,51","0,04","32,9","11,1"
01.05.2014,"103,55","0,04","89,1","13,7"
01.06.2014,"103,55","0,00","19,6","16,5"
01.07.2014,"103,55","0,00","39,9","22,1"
01.08.2014,"103,47","-0,08","90,5","18,2"
01.09.2014,"103,39","-0,08",41,"15,8"
01.10.2014,"103,35","-0,04","30,9","11,3"
01.11.2014,"103,32","-0,03","17,2","6,1"
01.12.2014,"103,31","-0,01","30,6","1,8"
01.01.2015,"103,31","0,00","34,2","2,2"
01.02.2015,"103,32","0,01","12,8","1,3"
01.03.2015,"103,34","0,02","40,3","5,7"
01.04.2015,"103,35","0,01","26,6","8,9"
01.05.2015,"103,35","0,00","25,8","13,2"
01.06.2015,"103,35","0,00","76,6","16,3"
01.07.2015,"103,31","-0,04","59,2","19,8"
01.08.2015,"103,25","-0,06","30,3","22,7"
01.09.2015,"103,17","-0,08",28,"15,3"
01.10.2015,"103,07","-0,10","29,4","8,3"
01.11.2015,"103,01","-0,06","47,3","6,5"
01.12.2015,"103,01","0,00",21,"5,8"
01.01.2016,"103,01","0,00","30,3","-1,5"
01.02.2016,"103,02","0,01","40,5","3,8"
01.03.2016,"103,03","0,01","27,3","4,2"
01.04.2016,"103,04","0,01","16,1","9,2"
01.05.2016,"103,04","0,00","38,2","15,8"
01.06.2016,"103,03","-0,01","45,1",19
01.07.2016,"102,97","-0,06","130,9","19,5"
01.08.2016,"102,97","0,00","35,5","18,3"
01.09.2016,"102,97","0,00","6,9","17,2"
01.10.2016,"102,90","-0,07","121,2","8,5"
01.11.2016,"102,90","0,00","40,5","3,3"
01.12.2016,"102,90","0,00","44,6","1,8"
01.01.2017,"102,97","0,07","16,5","-2,1"
01.02.2017,"103,01","0,04","25,5","0,8"
01.03.2017,"103,04","0,03","29,5","6,9"
01.04.2017,"103,09","0,05","29,7","7,9"
01.05.2017,"103,12","0,03","48,9","14,1"
01.06.2017,"103,12","0,00","70,6","18,1"
01.07.2017,"103,11","-0,01","111,3","18,6"
01.08.2017,"103,08","-0,03",86,"19,3"
01.09.2017,"103,07","-0,01","77,2","13,9"
01.10.2017,"103,07","0,00","90,2","11,4"
01.11.2017,"103,07","0,00","48,8","5,6"
01.12.2017,"103,14","0,07","51,1","2,9"
01.01.2018,"103,21","0,07","55,7","2,3"
01.02.2018,"103,33","0,12","3,3","-2,4"
01.03.2018,"103,45","0,12","33,9",1
01.04.2018,"103,46","0,01","27,7","13,5"
01.05.2018,"103,47","0,01","50,2","17,4"
01.06.2018,"103,47","0,00","72,1","19,8"
01.07.2018,"103,44","-0,03","103,1","20,6"
01.08.2018,"103,37","-0,07",15,"21,8"
01.09.2018,"103,28","-0,09","37,8","16,6"
01.10.2018,"103,16","-0,12","39,8","11,2"
01.11.2018,"103,10","-0,06","17,7","5,4"
01.12.2018,"103,07","-0,03","50,9","2,6"
01.01.2019,"103,06","-0,01","41,7","-0,3"
01.02.2019,"103,08","0,02","25,7",4
01.03.2019,"103,13","0,05","37,7",7
01.04.2019,"103,15","0,02","9,1","10,7"
01.05.2019,"103,15","0,00","102,5","12,3"
01.06.2019,"103,14","-0,01","17,5","23,1"
01.07.2019,"103,11","-0,03","10,1","19,7"
01.08.2019,"102,99","-0,12","43,5","21,3"
01.09.2019,"102,88","-0,11","50,8","14,9"
01.10.2019,"102,79","-0,09","21,6","11,5"
01.11.2019,"102,75","-0,04","38,4","6,8"
01.12.2019,"102,73","-0,02","18,3","3,8"
01.01.2020,"102,73","0,00","33,1","3,5"
01.02.2020,"102,73","0,00",66,"5,4"
01.03.2020,"102,74","0,01","27,1","5,4"
01.04.2020,"102,78","0,04",5,"9,4"
01.05.2020,"102,78","0,00","61,3","12,1"
01.06.2020,"102,77","-0,01","89,9","18,8"
01.07.2020,"102,76","-0,01","46,1","19,5"
01.08.2020,"102,76","0,00",97,"21,1"
01.09.2020,"102,72","-0,04","46,7","15,9"
01.10.2020,"102,68","-0,04","77,4","11,4"
01.11.2020,"102,65","-0,03",10,"6,4"
01.12.2020,"102,63","-0,02","29,2","2,5"
01.01.2021,"102,63","0,00","45,6","-0,2"
01.02.2021,"102,63","0,00","32,5","-0,4"
01.03.2021,"102,65","0,02","12,3","4,4"
01.04.2021,"102,65","0,00","38,5","6,8"
01.05.2021,"102,71","0,06",91,"12,7"
01.06.2021,"102,77","0,06","38,4","20,5"
01.07.2021,"102,77","0,00","53,9","21,4"
01.08.2021,"102,76","-0,01","90,3",18
01.09.2021,"102,69","-0,07","8,4","15,7"
01.10.2021,"102,62","-0,07","26,7","10,5"
01.11.2021,"102,56","-0,06","32,8","5,8"
01.12.2021,"102,54","-0,02","29,4","-0,2"
01.01.2022,"102,54","0,00","59,4","1,7"
01.02.2022,"102,55","0,01","55,5","4,5"
01.03.2022,"102,63","0,08",0,"4,3"
01.04.2022,"102,64","0,01","38,8","7,8"
01.05.2022,"102,64","0,00","49,9","14,6"
01.06.2022,"102,63","-0,01","58,6","19,6"
01.07.2022,"102,60","-0,03","65,2","20,4"
01.08.2022,"102,51","-0,09","32,1","22,2"
01.09.2022,"102,43","-0,08","43,8","13,7"
01.10.2022,"102,36","-0,07","37,9","12,6"
01.11.2022,"102,30","-0,06","16,2",5
01.12.2022,"102,27","-0,03","39,1","1,2"
01.01.2023,"102,27","0,00","47,4","3,5"
01.02.2023,"102,31","0,04",37,"2,6"
01.03.2023,"102,38","0,07","43,2","5,1"
01.04.2023,"102,43","0,05","44,4","8,4"
01.05.2023,"102,45","0,02","29,1","13,3"
01.06.2023,"102,45","0,00","39,3","19,3"
01.07.2023,"102,42","-0,03","38,4","20,4"
01.08.2023,"102,31","-0,11","105,5",20
01.09.2023,"102,25","-0,06","7,8","18,7"
01.10.2023,"102,18","-0,07","48,4","11,5"
01.11.2023,"102,15","-0,03","84,5","4,8"
01.12.2023,"102,15","0,00","64,1","2,8"
01.01.2024,"102,19","0,04","53,9","0,6"
01.02.2024,"102,25","0,06",60,"6,3"
01.03.2024,"102,32","0,07","21,7","7,9"
01.04.2024,"102,36","0,04",41,"11,2"
01.05.2024,"102,36","0,00","42,6","17,2"
01.06.2024,"102,36","0,00","76,8","18,9"
01.07.2024,"102,35","-0,01","75,6","20,7"
01.08.2024,"102,30","-0,05","39,3","21,3"
01.09.2024,"102,23","-0,07","56,4","17,7"
01.10.2024,"102,16","-0,07","26,6","11,2"
01.11.2024,"102,10","-0,06","35,7","4,5"
01.12.2024,"102,06","-0,04","26,4","3,3"
01.01.2025,"102,06","0,00","35,5","2,6"
01.02.2025,"102,06","0,00","11,6",0
01.03.2025,"102,09","0,03","21,5","6,5"
01.04.2025,"102,09","0,00",17,"11,5"
01.05.2025,"102,09","0,00","41,4","12,4"
01.06.2025,"102,06","-0,03","72,8","18,6"
01.07.2025,"102,04","-0,02","66,7","19,6"
01.08.2025,"101,97","-0,07","56,2","18,7"
01.09.2025,"101,90","-0,07","47,6",16
01.10.2025,"101,87","-0,03",49,"9,6"
01.11.2025,"101,85","-0,02",#ERROR!,"4,6"
,,,49,
,,,#ERROR!,
,,,#ERROR!,
,,,#ERROR!,
,,,#ERROR!,
