Data,Poziom,Zmiana,Opad,Temperatura
01.11.2001,"98,12","0,03","21,2","-1,6"
01.12.2001,"98,19","0,07",54,"-0,3"
01.01.2002,"98,27","0,08","29,9","0,7"
01.02.2002,"98,33","0,06","67,2",4
01.03.2002,"98,37","0,04","49,5",5
01.04.2002,"98,35","-0,02",15,"8,8"
01.05.2002,"98,31","-0,04","40,3","16,8"
01.06.2002,"98,24","-0,07","47,3",18
01.07.2002,"98,19","-0,05","61,6","20,3"
01.08.2002,"98,16","-0,03","49,9","21,5"
01.09.2002,"98,17","0,01","66,2","14,2"
01.10.2002,"98,19","0,02","82,7","7,7"
01.11.2002,"98,23","0,04","46,2","4,3"
01.12.2002,"98,26","0,03","7,3","-3,6"
01.01.2003,"98,28","0,02","41,7","-1,7"
01.02.2003,"98,30","0,02","5,5","-3,5"
01.03.2003,"98,30","0,00","14,4",3
01.04.2003,"98,27","-0,03","12,7","8,2"
01.05.2003,"98,19","-0,08","35,2","15,7"
01.06.2003,"98,11","-0,08",26,19
01.07.2003,"98,03","-0,08","68,2","19,5"
01.08.2003,"97,96","-0,07","16,8","19,4"
01.09.2003,"97,91","-0,05","11,2","14,7"
01.10.2003,"97,91","0,00","40,1","5,8"
01.11.2003,"97,94","0,03",24,"5,6"
01.12.2003,"97,99","0,05","37,9","1,9"
01.01.2004,"98,04","0,05","49,2",-4
01.02.2004,"98,08","0,04","36,6","1,6"
01.03.2004,"98,08","0,00","29,1","4,7"
01.04.2004,"98,05","-0,03","31,6","9,4"
01.05.2004,"97,99","-0,06","50,3","12,5"
01.06.2004,"97,93","-0,06","38,5",16
01.07.2004,"97,88","-0,05","31,7",18
01.08.2004,"97,83","-0,05","77,4",20
01.09.2004,"97,82","-0,01","29,5","14,3"
01.10.2004,"97,83","0,01","57,3","10,5"
01.11.2004,"97,85","0,02","46,8","4,2"
01.12.2004,"97,89","0,04","35,8","1,7"
01.01.2005,"97,93","0,04","28,2","1,8"
01.02.2005,"97,98","0,05","51,6","-1,8"
01.03.2005,"98,03","0,05","22,8","1,4"
01.04.2005,"98,01","-0,02",31,"9,1"
01.05.2005,"97,97","-0,04","88,5","13,6"
01.06.2005,"97,87","-0,10","33,6","16,5"
01.07.2005,"97,80","-0,07","65,4","20,1"
01.08.2005,"97,72","-0,08","23,1","17,3"
01.09.2005,"97,66","-0,06","24,2","16,2"
01.10.2005,"97,66","0,00","6,6","10,8"
01.11.2005,"97,69","0,03","28,5","3,5"
01.12.2005,"97,72","0,03","100,7","0,3"
01.01.2006,"97,75","0,03","19,4","-6,1"
01.02.2006,"97,78","0,03","46,3","-1,3"
01.03.2006,"97,83","0,05","33,3","0,9"
01.04.2006,"97,79","-0,04","51,1","9,1"
01.05.2006,"97,74","-0,05","50,9","13,6"
01.06.2006,"97,71","-0,03",20,"18,1"
01.07.2006,"97,69","-0,02","11,2","23,5"
01.08.2006,"97,67","-0,02","205,5","17,8"
01.09.2006,"97,64","-0,03","13,2","17,1"
01.10.2006,"97,66","0,02","44,7","11,5"
01.11.2006,"97,71","0,05","42,8","6,8"
01.12.2006,"97,78","0,07","37,6","4,7"
01.01.2007,"97,86","0,08","90,3","4,5"
01.02.2007,"97,93","0,07","49,7","1,2"
01.03.2007,"97,95","0,02","60,9","6,7"
01.04.2007,"97,94","-0,01","13,7","10,2"
01.05.2007,"97,93","-0,01","46,4","15,2"
01.06.2007,"97,91","-0,02","59,3","19,1"
01.07.2007,"97,88","-0,03","136,1","18,8"
01.08.2007,"97,84","-0,04","61,8","18,9"
01.09.2007,"97,81","-0,03","40,3","13,8"
01.10.2007,"97,82","0,01",16,"8,5"
01.11.2007,"97,88","0,06","48,1","2,9"
01.12.2007,"97,94","0,06","27,6","1,2"
01.01.2008,"98,02","0,08","84,8","2,6"
01.02.2008,"98,08","0,06","30,2","4,4"
01.03.2008,"98,08","0,00","50,9","4,7"
01.04.2008,"98,02","-0,06","33,9","8,8"
01.05.2008,"97,94","-0,08","19,2","14,1"
01.06.2008,"97,86","-0,08","14,3",18
01.07.2008,"97,80","-0,06","36,3","19,9"
01.08.2008,"97,76","-0,04","83,3","18,8"
01.09.2008,"97,75","-0,01","22,3","13,7"
01.10.2008,"97,75","0,00","67,8","9,8"
01.11.2008,"97,75","0,00","16,4","5,7"
01.12.2008,"97,78","0,03",20,"1,5"
01.01.2009,"97,82","0,04","21,2","-2,6"
01.02.2009,"97,84","0,02","33,9","-0,3"
01.03.2009,"97,81","-0,03",48,"4,2"
01.04.2009,"97,85","0,04","3,5","11,7"
01.05.2009,"97,90","0,05","80,1","13,3"
01.06.2009,"97,85","-0,05","104,1","15,9"
01.07.2009,"97,80","-0,05","110,2","19,7"
01.08.2009,"97,75","-0,05",63,"19,3"
01.09.2009,"97,74","-0,01","39,9","16,2"
01.10.2009,"97,76","0,02","57,5","7,8"
01.11.2009,"97,78","0,02","42,6","6,8"
01.12.2009,"97,81","0,03","45,3","-0,7"
01.01.2010,"97,88","0,07","52,5","-6,5"
01.02.2010,"97,96","0,08","28,9",-1
01.03.2010,"98,04","0,08","52,6","3,7"
01.04.2010,"98,08","0,04","44,9","8,8"
01.05.2010,"98,05","-0,03","100,1","11,5"
01.06.2010,"98,06","0,01","62,1","17,1"
01.07.2010,"98,07","0,01","81,5","21,7"
01.08.2010,"98,06","-0,01","119,7","18,9"
01.09.2010,"98,15","0,09",57,"12,9"
01.10.2010,"98,27","0,12","5,6","6,7"
01.11.2010,"98,40","0,13",151,"4,9"
01.12.2010,"98,52","0,12","85,2","-5,8"
01.01.2011,"98,62","0,10","32,4","0,3"
01.02.2011,"98,66","0,04","26,9",-3
01.03.2011,"98,64","-0,02","22,1","3,5"
01.04.2011,"98,61","-0,03",11,"11,7"
01.05.2011,"98,57","-0,04","19,7","13,9"
01.06.2011,"98,52","-0,05","65,9","18,8"
01.07.2011,"98,47","-0,05","96,1","17,9"
01.08.2011,"98,41","-0,06","39,8","19,3"
01.09.2011,"98,37","-0,04","14,3","15,7"
01.10.2011,"98,38","0,01","15,6","9,8"
01.11.2011,"98,43","0,05",8,"4,1"
01.12.2011,"98,49","0,06","43,6","3,5"
01.01.2012,"98,52","0,03","77,6","0,5"
01.02.2012,"98,55","0,03","41,2","-4,1"
01.03.2012,"98,53","-0,02","11,1","6,5"
01.04.2012,"98,50","-0,03","22,4","9,5"
01.05.2012,"98,47","-0,03","29,1",15
01.06.2012,"98,41","-0,06","94,9","16,8"
01.07.2012,"98,35","-0,06","56,2","19,8"
01.08.2012,"98,30","-0,05","40,8","19,3"
01.09.2012,"98,28","-0,02","43,3",15
01.10.2012,"98,30","0,02","33,9",9
01.11.2012,"98,34","0,04","39,3","5,7"
01.12.2012,"98,40","0,06","25,4","-0,6"
01.01.2013,"98,44","0,04","66,1",-2
01.02.2013,"98,49","0,05","46,4",0
01.03.2013,"98,52","0,03",51,"-1,7"
01.04.2013,"98,55","0,03","29,5","8,5"
01.05.2013,"98,51","-0,04",102,"15,1"
01.06.2013,"98,47","-0,04","77,5","17,8"
01.07.2013,"98,43","-0,04","70,3","20,3"
01.08.2013,"98,42","-0,01","58,8","19,4"
01.09.2013,"98,44","0,02","90,9",13
01.10.2013,"98,47","0,03","17,6","11,1"
01.11.2013,"98,50","0,03",47,"5,4"
01.12.2013,"98,54","0,04","24,1",3
01.01.2014,"98,58","0,04","52,4","-0,9"
01.02.2014,"98,62","0,04","3,6","4,2"
01.03.2014,"98,63","0,01","55,6","7,2"
01.04.2014,"98,59","-0,04","32,9","11,1"
01.05.2014,"98,53","-0,06","89,1","13,7"
01.06.2014,"98,46","-0,07","19,6","16,5"
01.07.2014,"98,41","-0,05","39,9","22,1"
01.08.2014,"98,38","-0,03","90,5","18,2"
01.09.2014,"98,35","-0,03",41,"15,8"
01.10.2014,"98,35","0,00","30,9","11,3"
01.11.2014,"98,37","0,02","17,2","6,1"
01.12.2014,"98,39","0,02","30,6","1,8"
01.01.2015,"98,42","0,03","34,2","2,2"
01.02.2015,"98,42","0,00","12,8","1,3"
01.03.2015,"98,38","-0,04","40,3","5,7"
01.04.2015,"98,34","-0,04","26,6","8,9"
01.05.2015,"98,26","-0,08","25,8","13,2"
01.06.2015,"98,18","-0,08","76,6","16,3"
01.07.2015,"98,09","-0,09","59,2","19,8"
01.08.2015,"98,04","-0,05","30,3","22,7"
01.09.2015,"98,01","-0,03",28,"15,3"
01.10.2015,"98,02","0,01","29,4","8,3"
01.11.2015,"98,03","0,01","47,3","6,5"
01.12.2015,"98,06","0,03",21,"5,8"
01.01.2016,"98,08","0,02","30,3","-1,5"
01.02.2016,"98,08","0,00","40,5","3,8"
01.03.2016,"98,04","-0,04","27,3","4,2"
01.04.2016,"98,01","-0,03","16,1","9,2"
01.05.2016,"97,97","-0,04","38,2","15,8"
01.06.2016,"97,91","-0,06","45,1",19
01.07.2016,"97,87","-0,04","130,9","19,5"
01.08.2016,"97,83","-0,04","35,5","18,3"
01.09.2016,"97,82","-0,01","6,9","17,2"
01.10.2016,"97,85","0,03","121,2","8,5"
01.11.2016,"97,86","0,01","40,5","3,3"
01.12.2016,"97,88","0,02","44,6","1,8"
01.01.2017,"97,91","0,03","16,5","-2,1"
01.02.2017,"97,93","0,02","25,5","0,8"
01.03.2017,"97,94","0,01","29,5","6,9"
01.04.2017,"97,92","-0,02","29,7","7,9"
01.05.2017,"97,92","0,00","48,9","14,1"
01.06.2017,"97,94","0,02","70,6","18,1"
01.07.2017,"97,94","0,00","111,3","18,6"
01.08.2017,"97,95","0,01",86,"19,3"
01.09.2017,"98,00","0,05","77,2","13,9"
01.10.2017,"98,06","0,06","90,2","11,4"
01.11.2017,"98,11","0,05","48,8","5,6"
01.12.2017,"98,16","0,05","51,1","2,9"
01.01.2018,"98,19","0,03","55,7","2,3"
01.02.2018,"98,22","0,03","3,3","-2,4"
01.03.2018,"98,20","-0,02","33,9",1
01.04.2018,"98,16","-0,04","27,7","13,5"
01.05.2018,"98,10","-0,06","50,2","17,4"
01.06.2018,"98,03","-0,07","72,1","19,8"
01.07.2018,"97,96","-0,07","103,1","20,6"
01.08.2018,"97,92","-0,04",15,"21,8"
01.09.2018,"97,92","0,00","37,8","16,6"
01.10.2018,"97,95","0,03","39,8","11,2"
01.11.2018,"97,99","0,04","17,7","5,4"
01.12.2018,"98,04","0,05","50,9","2,6"
01.01.2019,"98,06","0,02","41,7","-0,3"
01.02.2019,"98,08","0,02","25,7",4
01.03.2019,"98,06","-0,02","37,7",7
01.04.2019,"98,01","-0,05","9,1","10,7"
01.05.2019,"97,92","-0,09","102,5","12,3"
01.06.2019,"97,84","-0,08","17,5","23,1"
01.07.2019,"97,78","-0,06","10,1","19,7"
01.08.2019,"97,75","-0,03","43,5","21,3"
01.09.2019,"97,74","-0,01","50,8","14,9"
01.10.2019,"97,74","0,00","21,6","11,5"
01.11.2019,"97,78","0,04","38,4","6,8"
01.12.2019,"97,83","0,05","18,3","3,8"
01.01.2020,"97,85","0,02","33,1","3,5"
01.02.2020,"97,83","-0,02",66,"5,4"
01.03.2020,"97,82","-0,01","27,1","5,4"
01.04.2020,"97,83","0,01",5,"9,4"
01.05.2020,"97,80","-0,03","61,3","12,1"
01.06.2020,"97,75","-0,05","89,9","18,8"
01.07.2020,"97,73","-0,02","46,1","19,5"
01.08.2020,"97,72","-0,01",97,"21,1"
01.09.2020,"97,72","0,00","46,7","15,9"
01.10.2020,"97,73","0,01","77,4","11,4"
01.11.2020,"97,78","0,05",10,"6,4"
01.12.2020,"97,83","0,05","29,2","2,5"
01.01.2021,"97,87","0,04","45,6","-0,2"
01.02.2021,"97,92","0,05","32,5","-0,4"
01.03.2021,"97,94","0,02","12,3","4,4"
01.04.2021,"97,92","-0,02","38,5","6,8"
01.05.2021,"97,87","-0,05",91,"12,7"
01.06.2021,"97,81","-0,06","38,4","20,5"
01.07.2021,"97,75","-0,06","53,9","21,4"
01.08.2021,"97,72","-0,03","90,3",18
01.09.2021,"97,70","-0,02","8,4","15,7"
01.10.2021,"97,73","0,03","26,7","10,5"
01.11.2021,"97,77","0,04","32,8","5,8"
01.12.2021,"97,82","0,05","29,4","-0,2"
01.01.2022,"97,85","0,03","59,4","1,7"
01.02.2022,"97,85","0,00","55,5","4,5"
01.03.2022,"97,82","-0,03",0,"4,3"
01.04.2022,"97,78","-0,04","38,8","7,8"
01.05.2022,"97,71","-0,07","49,9","14,6"
01.06.2022,"97,64","-0,07","58,6","19,6"
01.07.2022,"97,59","-0,05","65,2","20,4"
01.08.2022,"97,57","-0,02","32,1","22,2"
01.09.2022,"97,57","0,00","43,8","13,7"
01.10.2022,"97,59","0,02","37,9","12,6"
01.11.2022,"97,64","0,05","16,2",5
01.12.2022,"97,70","0,06","39,1","1,2"
01.01.2023,"97,74","0,04","47,4","3,5"
01.02.2023,"97,76","0,02",37,"2,6"
01.03.2023,"97,72","-0,04","43,2","5,1"
01.04.2023,"97,65","-0,07","44,4","8,4"
01.05.2023,"97,59","-0,06","29,1","13,3"
01.06.2023,"97,53","-0,06","39,3","19,3"
01.07.2023,"97,47","-0,06","38,4","20,4"
01.08.2023,"97,46","-0,01","105,5",20
01.09.2023,"97,51","0,05","7,8","18,7"
01.10.2023,"97,55","0,04","48,4","11,5"
01.11.2023,"97,59","0,04","84,5","4,8"
