Data,Poziom,Zmiana,Opad,Temperatura
01.07.2007,"97,03","-0,03","136,1","18,8"
01.08.2007,"96,99","-0,04","61,8","18,9"
01.09.2007,"96,96","-0,03","40,3","13,8"
01.10.2007,"96,93","-0,03","16,0","8,5"
01.11.2007,"96,89","-0,04","48,1","2,9"
01.12.2007,"96,86","-0,03","27,6","1,2"
01.01.2008,"96,86","0,00","84,8","2,6"
01.02.2008,"96,89","0,03","30,2","4,4"
01.03.2008,"96,91","0,02","50,9","4,7"
01.04.2008,"96,96","0,05","33,9","8,8"
01.05.2008,"96,98","0,02","19,2","14,1"
01.06.2008,"96,94","-0,04","14,3","18,0"
01.07.2008,"96,87","-0,07","36,3","19,9"
01.08.2008,"96,80","-0,07","83,3","18,8"
01.09.2008,"96,72","-0,08","22,3","13,7"
01.10.2008,"96,66","-0,06","67,8","9,8"
01.11.2008,"96,61","-0,05","16,4","5,7"
01.12.2008,"96,58","-0,03","20,0","1,5"
01.01.2009,"96,57","-0,01","21,2","-2,6"
01.02.2009,"96,56","-0,01","33,9","-0,3"
01.03.2009,"96,57","0,01","48,0","4,2"
01.04.2009,"96,57","0,00","3,5","11,7"
01.05.2009,"96,53","-0,04","80,1","13,3"
01.06.2009,"96,50","-0,03","104,1","15,9"
01.07.2009,"96,51","0,01","110,2","19,7"
01.08.2009,"96,48","-0,03","63,0","19,3"
01.09.2009,"96,44","-0,04","39,9","16,2"
01.10.2009,"96,40","-0,04","57,5","7,8"
01.11.2009,"96,35","-0,05","42,6","6,8"
01.12.2009,"96,36","0,01","45,3","-0,7"
01.01.2010,"96,39","0,03","52,5","-6,5"
01.02.2010,"96,40","0,01","28,9","-1,0"
01.03.2010,"96,43","0,03","52,6","3,7"
01.04.2010,"96,47","0,04","44,9","8,8"
01.05.2010,"96,52","0,05","100,1","11,5"
01.06.2010,"96,56","0,04","62,1","17,1"
01.07.2010,"96,56","0,00","81,5","21,7"
01.08.2010,"96,52","-0,04","119,7","18,9"
01.09.2010,"96,46","-0,06","57,0","12,9"
01.10.2010,"96,44","-0,02","5,6","6,7"
01.11.2010,"96,52","0,08","151,0","4,9"
01.12.2010,"96,70","0,18","85,2","-5,8"
01.01.2011,"96,97","0,27","32,4","0,3"
01.02.2011,"97,30","0,33","26,9","-3,0"
01.03.2011,"97,58","0,28","22,1","3,5"
01.04.2011,"97,95","0,37","11,0","11,7"
01.05.2011,"98,07","0,12","19,7","13,9"
01.06.2011,"98,08","0,01","65,9","18,8"
01.07.2011,"98,04","-0,04","96,1","17,9"
01.08.2011,"97,97","-0,07","39,8","19,3"
01.09.2011,"97,92","-0,05","14,3","15,7"
01.10.2011,"97,86","-0,06","15,6","9,8"
01.11.2011,"97,80","-0,06","8,0","4,1"
01.12.2011,"97,76","-0,04","43,6","3,5"
01.01.2012,"97,73","-0,03","77,6","0,5"
01.02.2012,"97,74","0,01","41,2","-4,1"
01.03.2012,"97,76","0,02","11,1","6,5"
01.04.2012,"97,78","0,02","22,4","9,5"
01.05.2012,"97,75","-0,03","29,1","15,0"
01.06.2012,"97,71","-0,04","94,9","16,8"
01.07.2012,"97,65","-0,06","56,2","19,8"
01.08.2012,"97,57","-0,08","40,8","19,3"
01.09.2012,"97,52","-0,05","43,3","15,0"
01.10.2012,"97,44","-0,08","33,9","9,0"
01.11.2012,"97,39","-0,05","39,3","5,7"
01.12.2012,"97,36","-0,03","25,4","-0,6"
01.01.2013,"97,36","0,00","66,1","-2,0"
01.02.2013,"97,38","0,02","46,4","0,0"
01.03.2013,"97,41","0,03","51,0","-1,7"
01.04.2013,"97,43","0,02","29,5","8,5"
01.05.2013,"97,45","0,02","102,0","15,1"
01.06.2013,"97,46","0,01","77,5","17,8"
01.07.2013,"97,41","-0,05","70,3","20,3"
01.08.2013,"97,37","-0,04","58,8","19,4"
01.09.2013,"97,32","-0,05","90,9","13,0"
01.10.2013,"97,28","-0,04","17,6","11,1"
01.11.2013,"97,25","-0,03","47,0","5,4"
01.12.2013,"97,23","-0,02","24,1","3,0"
01.01.2014,"97,22","-0,01","52,4","-0,9"
01.02.2014,"97,24","0,02","3,6","4,2"
01.03.2014,"97,25","0,01","55,6","7,2"
01.04.2014,"97,26","0,01","32,9","11,1"
01.05.2014,"97,28","0,02","89,1","13,7"
01.06.2014,"97,25","-0,03","19,6","16,5"
01.07.2014,"97,20","-0,05","39,9","22,1"
01.08.2014,"97,15","-0,05","90,5","18,2"
01.09.2014,"97,08","-0,07","41,0","15,8"
01.10.2014,"97,00","-0,08","30,9","11,3"
01.11.2014,"96,96","-0,04","17,2","6,1"
01.12.2014,"96,95","-0,01","30,6","1,8"
01.01.2015,"96,98","0,03","34,2","2,2"
01.02.2015,"97,00","0,02","12,8","1,3"
01.03.2015,"96,95","-0,05","40,3","5,7"
01.04.2015,"96,87","-0,08","26,6","8,9"
01.05.2015,"96,81","-0,06","25,8","13,2"
01.06.2015,"96,72","-0,09","76,6","16,3"
01.07.2015,"96,64","-0,08","59,2","19,8"
01.08.2015,"96,56","-0,08","30,3","22,7"
01.09.2015,"96,47","-0,09","28,0","15,3"
01.10.2015,"96,38","-0,09","29,4","8,3"
01.11.2015,"96,31","-0,07","47,3","6,5"
01.12.2015,"96,26","-0,05","21,0","5,8"
01.01.2016,"96,24","-0,02","30,3","-1,5"
01.02.2016,"96,22","-0,02","40,5","3,8"
01.03.2016,"96,24","0,02","27,3","4,2"
01.04.2016,"96,23","-0,01","16,1","9,2"
01.05.2016,"96,19","-0,04","38,2","15,8"
01.06.2016,"96,17","-0,02","45,1","19,0"
01.07.2016,"96,13","-0,04","130,9","19,5"
01.08.2016,"96,12","-0,01","35,5","18,3"
01.09.2016,"96,09","-0,03","6,9","17,2"
01.10.2016,"96,07","-0,02","121,2","8,5"
01.11.2016,"96,04","-0,03","40,5","3,3"
01.12.2016,"96,04","0,00","44,6","1,8"
01.01.2017,"96,05","0,01","16,5","-2,1"
01.02.2017,"96,07","0,02","25,5","0,8"
01.03.2017,"96,06","-0,01","29,5","6,9"
01.04.2017,"96,06","0,00","29,7","7,9"
01.05.2017,"96,07","0,01","48,9","14,1"
01.06.2017,"96,08","0,01","70,6","18,1"
01.07.2017,"96,04","-0,04","111,3","18,6"
01.08.2017,"96,02","-0,02","86,0","19,3"
01.09.2017,"96,01","-0,01","77,2","13,9"
01.10.2017,"96,02","0,01","90,2","11,4"
01.11.2017,"96,03","0,01","48,8","5,6"
01.12.2017,"96,07","0,04","51,1","2,9"
01.01.2018,"96,11","0,04","55,7","2,3"
01.02.2018,"96,17","0,06","3,3","-2,4"
01.03.2018,"96,21","0,04","33,9","1,0"
01.04.2018,"96,26","0,05","27,7","13,5"
01.05.2018,"96,27","0,01","50,2","17,4"
01.06.2018,"96,21","-0,06","72,1","19,8"
01.07.2018,"96,16","-0,05","103,1","20,6"
01.08.2018,"96,06","-0,10","15,0","21,8"
01.09.2018,"95,98","-0,08","37,8","16,6"
01.10.2018,"95,90","-0,08","39,8","11,2"
01.11.2018,"95,83","-0,07","17,7","5,4"
01.12.2018,"95,78","-0,05","50,9","2,6"
01.01.2019,"95,75","-0,03","41,7","-0,3"
01.02.2019,"95,79","0,04","25,7","4,0"
01.03.2019,"95,82","0,03","37,7","7,0"
01.04.2019,"95,80","-0,02","9,1","10,7"
01.05.2019,"95,78","-0,02","102,5","12,3"
01.06.2019,"95,73","-0,05","17,5","23,1"
01.07.2019,"95,67","-0,06","10,1","19,7"
01.08.2019,"95,59","-0,08","43,5","21,3"
01.09.2019,"95,50","-0,09","50,8","14,9"
01.10.2019,"95,40","-0,10","21,6","11,5"
01.11.2019,"95,35","-0,05","38,4","6,8"
01.12.2019,"95,31","-0,04","18,3","3,8"
01.01.2020,"95,29","-0,02","33,1","3,5"
01.02.2020,"95,30","0,01","66,0","5,4"
01.03.2020,"95,32","0,02","27,1","5,4"
01.04.2020,"95,33","0,01","5,0","9,4"
01.05.2020,"95,29","-0,04","61,3","12,1"
01.06.2020,"95,25","-0,04","89,9","18,8"
01.07.2020,"95,22","-0,03","46,1","19,5"
01.08.2020,"95,17","-0,05","97,0","21,1"
01.09.2020,"95,14","-0,03","46,7","15,9"
01.10.2020,"95,08","-0,06","77,4","11,4"
01.11.2020,"95,06","-0,02","10,0","6,4"
01.12.2020,"95,03","-0,03","29,2","2,5"
01.01.2021,"95,01","-0,02","45,6","-0,2"
01.02.2021,"95,03","0,02","32,5","-0,4"
01.03.2021,"95,06","0,03","12,3","4,4"
01.04.2021,"95,06","0,00","38,5","6,8"
01.05.2021,"95,09","0,03","91,0","12,7"
01.06.2021,"95,11","0,02","38,4","20,5"
01.07.2021,"95,12","0,01","53,9","21,4"
01.08.2021,"95,10","-0,02","90,3","18,0"
01.09.2021,"95,08","-0,02","8,4","15,7"
01.10.2021,"95,05","-0,03","26,7","10,5"
01.11.2021,"95,01","-0,04","32,8","5,8"
01.12.2021,"94,96","-0,05","29,4","-0,2"
01.01.2022,"94,95","-0,01","59,4","1,7"
01.02.2022,"94,98","0,03","55,5","4,5"
01.03.2022,"95,03","0,05","0,0","4,3"
01.04.2022,"95,04","0,01","38,8","7,8"
01.05.2022,"95,02","-0,02","49,9","14,6"
01.06.2022,"94,99","-0,03","58,6","19,6"
01.07.2022,"94,97","-0,02","65,2","20,4"
01.08.2022,"94,89","-0,08","32,1","22,2"
01.09.2022,"94,83","-0,06","43,8","13,7"
01.10.2022,"94,77","-0,06","37,9","12,6"
01.11.2022,"94,70","-0,07","16,2","5,0"
01.12.2022,"94,63","-0,07","39,1","1,2"
01.01.2023,"94,61","-0,02","47,4","3,5"
01.02.2023,"94,65","0,04","37,0","2,6"
01.03.2023,"94,70","0,05","43,2","5,1"
01.04.2023,"94,74","0,04","44,4","8,4"
01.05.2023,"94,76","0,02","29,1","13,3"
01.06.2023,"94,70","-0,06","39,3","19,3"
01.07.2023,"94,63","-0,07","38,4","20,4"
01.08.2023,"94,55","-0,08","105,5","20,0"
01.09.2023,"94,48","-0,07","7,8","18,7"
01.10.2023,"94,41","-0,07","48,4","11,5"
01.11.2023,"94,40","-0,01","84,5","4,8"
