Data,Poziom,Zmiana,Opad,Temperatura
01.12.1997,"97,56","0,0","35,7","1,6"
01.01.1998,"97,61","0,05","40,0","1,9"
01.02.1998,"97,84","0,23","16,8","4,6"
01.03.1998,"98,04","0,2","46,3","3,3"
01.04.1998,"98,34","0,3","36,5","10,4"
01.05.1998,"98,31","-0,03","36,1","14,6"
01.06.1998,"98,21","-0,1","35,5","17,1"
01.07.1998,"97,92","-0,29","73,9","17,4"
01.08.1998,"97,75","-0,17","68,6","16,7"
01.09.1998,"97,72","-0,03","96,7","14,0"
01.10.1998,"97,68","-0,04","68,1","8,5"
01.11.1998,"97,7","0,02","47,5","0,1"
01.12.1998,"97,88","0,18","41,6","-0,2"
01.01.1999,"98,4","0,52","46,0","1,2"
01.02.1999,"98,67","0,27","52,8","-0,5"
01.03.1999,"98,87","0,2","55,0","4,4"
01.04.1999,"98,75","-0,12","83,6","9,5"
01.05.1999,"98,66","-0,09","41,8","13,0"
01.06.1999,"98,53","-0,13","58,0","16,2"
01.07.1999,"98,39","-0,14","61,6","19,6"
01.08.1999,"98,19","-0,2","14,0","17,8"
01.09.1999,"97,96","-0,23","18,4","17,1"
01.10.1999,"97,86","-0,1","43,8","9,0"
01.11.1999,"97,79","-0,07","35,3","2,9"
01.12.1999,"97,75","-0,04","46,7","1,7"
01.01.2000,"97,74","-0,01","27,6","-0,1"
01.02.2000,"97,75","0,01","34,4","3,2"
01.03.2000,"97,87","0,12","70,7","4,1"
01.04.2000,"98,09","0,22","21,8","12,1"
01.05.2000,"98,0","-0,09","33,5","15,6"
01.06.2000,"97,74","-0,26","30,1","17,3"
01.07.2000,"97,71","-0,03","151,9","16,3"
01.08.2000,"97,6","-0,11","69,7","18,2"
01.09.2000,"97,52","-0,08","47,1","12,9"
01.10.2000,"97,42","-0,1","15,7","11,8"
01.11.2000,"97,31","-0,11","47,4","6,5"
01.12.2000,"97,31","0,0","48,1","2,2"
01.01.2001,"97,32","0,01","16,3","-0,1"
01.02.2001,"97,34","0,02","26,9","0,7"
01.03.2001,"97,58","0,24","49,5","2,6"
01.04.2001,"97,76","0,18","36,1","8,0"
01.05.2001,"97,99","0,23","29,0","14,4"
01.06.2001,"97,96","-0,03","49,9","15,1"
01.07.2001,"97,89","-0,07","76,6","19,9"
01.08.2001,"97,78","-0,11","28,3","19,8"
01.09.2001,"97,77","-0,01","97,6","12,3"
01.10.2001,"97,74","-0,03","20,9","3,0"
01.11.2001,"97,7","-0,04","21,2","-1,6"
01.12.2001,"97,69","-0,01","54,0","-0,3"
01.01.2002,"97,71","0,02","29,9","0,7"
01.02.2002,"98,11","0,4","67,2","4,0"
01.03.2002,"98,6","0,49","49,5","5,0"
01.04.2002,"98,55","-0,05","15,0","8,8"
01.05.2002,"98,49","-0,06","40,3","16,8"
01.06.2002,"98,48","-0,01","47,3","18,0"
01.07.2002,"98,21","-0,27","61,6","20,3"
01.08.2002,"98,13","-0,08","49,9","21,5"
01.09.2002,"98,05","-0,08","66,2","14,2"
01.10.2002,"97,99","-0,06","82,7","7,7"
01.11.2002,"98,03","0,04","46,2","4,3"
01.12.2002,"98,16","0,13","7,3","-3,6"
01.01.2003,"98,28","0,12","41,7","-1,7"
01.02.2003,"98,39","0,11","5,5","-3,5"
01.03.2003,"98,54","0,15","14,4","3,0"
01.04.2003,"98,7","0,16","12,7","8,2"
01.05.2003,"98,52","-0,18","35,2","15,7"
01.06.2003,"98,27","-0,25","26,0","19,0"
01.07.2003,"98,11","-0,16","68,2","19,5"
01.08.2003,"97,86","-0,25","16,8","19,4"
01.09.2003,"97,69","-0,17","11,2","14,7"
01.10.2003,"97,57","-0,12","40,1","5,8"
01.11.2003,"97,51","-0,06","24,0","5,6"
01.12.2003,"97,5","-0,01","37,9","1,9"
01.01.2004,"97,48","-0,02","49,2","-4,0"
01.02.2004,"97,46","-0,02","36,6","1,6"
01.03.2004,"97,41","-0,05","29,1","4,7"
01.04.2004,"97,39","-0,02","31,6","9,4"
01.05.2004,"97,29","-0,1","50,3","12,5"
01.06.2004,"97,13","-0,16","38,5","16,0"
01.07.2004,"96,93","-0,2","31,7","18,0"
01.08.2004,"96,81","-0,12","77,4","20,0"
01.09.2004,"96,64","-0,17","29,5","14,3"
01.10.2004,"96,57","-0,07","57,3","10,5"
01.11.2004,"96,57","0,0","46,8","4,2"
01.12.2004,"96,58","0,01","35,8","1,7"
01.01.2005,"96,54","-0,04","28,2","1,8"
01.02.2005,"96,53","-0,01","51,6","-1,8"
01.03.2005,"96,54","0,01","22,8","1,4"
01.04.2005,"96,82","0,28","31,0","9,1"
01.05.2005,"96,9","0,08","88,5","13,6"
01.06.2005,"96,98","0,08","33,6","16,5"
01.07.2005,"96,82","-0,16","65,4","20,1"
01.08.2005,"96,6","-0,22","23,1","17,3"
01.09.2005,"96,45","-0,15","24,2","16,2"
01.10.2005,"96,35","-0,1","6,6","10,8"
01.11.2005,"96,28","-0,07","28,5","3,5"
01.12.2005,"96,28","0,0","100,7","0,3"
01.01.2006,"96,24","-0,04","19,4","-6,1"
01.02.2006,"96,22","-0,02","46,3","-1,3"
01.03.2006,"96,22","0,0","33,3","0,9"
01.04.2006,"96,44","0,22","51,1","9,1"
01.05.2006,"96,59","0,15","50,9","13,6"
01.06.2006,"96,47","-0,12","20,0","18,1"
01.07.2006,"96,23","-0,24","11,2","23,5"
01.08.2006,"96,23","0,0","205,5","17,8"
01.09.2006,"96,09","-0,14","13,2","17,1"
01.10.2006,"96,01","-0,08","44,7","11,5"
01.11.2006,"95,99","-0,02","42,8","6,8"
01.12.2006,"95,99","0,0","37,6","4,7"
01.01.2007,"96,0","0,01","90,3","4,5"
01.02.2007,"96,22","0,22","49,7","1,2"
01.03.2007,"96,82","0,6","60,9","6,7"
01.04.2007,"97,58","0,76","13,7","10,2"
01.05.2007,"97,59","0,01","46,4","15,2"
01.06.2007,"97,49","-0,1","59,3","19,1"
01.07.2007,"97,33","-0,16","136,1","18,8"
01.08.2007,"97,15","-0,18","61,8","18,9"
01.09.2007,"96,97","-0,18","40,3","13,8"
01.10.2007,"96,85","-0,12","16,0","8,5"
01.11.2007,"96,78","-0,07","48,1","2,9"
01.12.2007,"96,74","-0,04","27,6","1,2"
01.01.2008,"96,74","0,0","84,8","2,6"
01.02.2008,"96,96","0,22","30,2","4,4"
01.03.2008,"97,19","0,23","50,9","4,7"
01.04.2008,"97,51","0,32","33,9","8,8"
01.05.2008,"97,74","0,23","19,2","14,1"
01.06.2008,"97,44","-0,3","14,3","18,0"
01.07.2008,"97,2","-0,24","36,3","19,9"
01.08.2008,"97,03","-0,17","83,3","18,8"
01.09.2008,"96,91","-0,12","22,3","13,7"
01.10.2008,"96,73","-0,18","67,8","9,8"
01.11.2008,"96,58","-0,15","16,4","5,7"
01.12.2008,"96,53","-0,05","20,0","1,5"
01.01.2009,"96,47","-0,06","21,2","-2,6"
01.02.2009,"96,44","-0,03","33,9","-0,3"
01.03.2009,"96,41","-0,03","48,0","4,2"
01.04.2009,"96,32","-0,09","3,5","11,7"
01.05.2009,"96,25","-0,07","80,1","13,3"
01.06.2009,"96,17","-0,08","104,1","15,9"
01.07.2009,"96,15","-0,02","110,2","19,7"
01.08.2009,"96,03","-0,12","63,0","19,3"
01.09.2009,"95,88","-0,15","39,9","16,2"
01.10.2009,"95,72","-0,16","57,5","7,8"
01.11.2009,"95,69","-0,03","42,6","6,8"
01.12.2009,"95,79","0,1","45,3","-0,7"
01.01.2010,"95,81","0,02","52,5","-6,5"
01.02.2010,"95,83","0,02","28,9","-1,0"
01.03.2010,"95,97","0,14","52,6","3,7"
01.04.2010,"96,46","0,49","44,9","8,8"
01.05.2010,"96,77","0,31","100,1","11,5"
01.06.2010,"97,35","0,58","62,1","17,1"
01.07.2010,"97,17","-0,18","81,5","21,7"
01.08.2010,"97,24","0,07","119,7","18,9"
01.09.2010,"97,39","0,15","57,0","12,9"
01.10.2010,"97,39","0,0","5,6","6,7"
01.11.2010,"97,45","0,06","151,0","4,9"
01.12.2010,"98,34","0,89","85,2","-5,8"
01.01.2011,"98,67","0,33","32,4","0,3"
01.02.2011,"98,47","-0,2","26,9","-3,0"
01.03.2011,"98,65","0,18","22,1","3,5"
01.04.2011,"98,47","-0,18","11,0","11,7"
01.05.2011,"98,27","-0,2","19,7","13,9"
01.06.2011,"98,06","-0,21","65,9","18,8"
01.07.2011,"97,95","-0,11","96,1","17,9"
01.08.2011,"97,8","-0,15","39,8","19,3"
01.09.2011,"97,55","-0,25","14,3","15,7"
01.10.2011,"97,37","-0,18","15,6","9,8"
01.11.2011,"97,32","-0,05","8,0","4,1"
01.12.2011,"97,18","-0,14","43,6","3,5"
01.01.2012,"97,18","0,0","77,6","0,5"
01.02.2012,"97,18","0,0","41,2","-4,1"
01.03.2012,"97,18","0,0","11,1","6,5"
01.04.2012,"97,17","-0,01","22,4","9,5"
01.05.2012,"97,0","-0,17","29,1","15,0"
01.06.2012,"96,93","-0,07","94,9","16,8"
01.07.2012,"96,71","-0,22","56,2","19,8"
01.08.2012,"96,52","-0,19","40,8","19,3"
01.09.2012,"96,38","-0,14","43,3","15,0"
01.10.2012,"96,21","-0,17","33,9","9,0"
01.11.2012,"96,19","-0,02","39,3","5,7"
01.12.2012,"96,05","-0,14","25,4","-0,6"
01.01.2013,"96,05","0,0","66,1","-2,0"
01.02.2013,"96,23","0,18","46,4","0,0"
01.03.2013,"96,42","0,19","51,0","-1,7"
01.04.2013,"96,52","0,1","29,5","8,5"
01.05.2013,"96,68","0,16","102,0","15,1"
01.06.2013,"96,6","-0,08","77,5","17,8"
01.07.2013,"96,45","-0,15","70,3","20,3"
01.08.2013,"96,22","-0,23","58,8","19,4"
01.09.2013,"96,2","-0,02","90,9","13,0"
01.10.2013,"96,06","-0,14","17,6","11,1"
01.11.2013,"96,06","0,0","47,0","5,4"
01.12.2013,"96,07","0,01","24,1","3,0"
01.01.2014,"96,17","0,1","52,4","-0,9"
01.02.2014,"96,34","0,17","3,6","4,2"
01.03.2014,"96,49","0,15","55,6","7,2"
01.04.2014,"96,81","0,32","32,9","11,1"
01.05.2014,"96,81","0,0","89,1","13,7"
01.06.2014,"96,6","-0,21","19,6","16,5"
01.07.2014,"96,23","-0,37","39,9","22,1"
01.08.2014,"96,14","-0,09","90,5","18,2"
01.09.2014,"96,06","-0,08","41,0","15,8"
01.10.2014,"95,91","-0,15","30,9","11,3"
01.11.2014,"95,72","-0,19","17,2","6,1"
01.12.2014,"95,7","-0,02","30,6","1,8"
01.01.2015,"95,66","-0,04","34,2","2,2"
01.02.2015,"95,43","-0,23","12,8","1,3"
01.03.2015,"95,42","-0,01","40,3","5,7"
01.04.2015,"95,45","0,03","26,6","8,9"
01.05.2015,"95,33","-0,12","25,8","13,2"
01.06.2015,"95,21","-0,12","76,6","16,3"
01.07.2015,"95,04","-0,17","59,2","19,8"
01.08.2015,"94,88","-0,16","30,3","22,7"
01.09.2015,"94,71","-0,17","28,0","15,3"
01.10.2015,"94,63","-0,08","29,4","8,3"
01.11.2015,"94,53","-0,1","47,3","6,5"
01.12.2015,"94,52","-0,01","21,0","5,8"
01.01.2016,"94,46","-0,06","30,3","-1,5"
01.02.2016,"94,4","-0,06","40,5","3,8"
01.03.2016,"94,34","-0,06","27,3","4,2"
01.04.2016,"94,26","-0,08","16,1","9,2"
01.05.2016,"94,14","-0,12","38,2","15,8"
01.06.2016,"94,09","-0,05","45,1","19,0"
01.07.2016,"94,02","-0,07","130,9","19,5"
01.08.2016,"93,88","-0,14","35,5","18,3"
01.09.2016,"93,76","-0,12","6,9","17,2"
01.10.2016,"93,73","-0,03","121,2","8,5"
01.11.2016,"93,73","0,0","40,5","3,3"
01.12.2016,"93,91","0,18","44,6","1,8"
01.01.2017,"94,27","0,36","16,5","-2,1"
01.02.2017,"94,36","0,09","25,5","0,8"
01.03.2017,"94,46","0,1","29,5","6,9"
01.04.2017,"94,63","0,17","29,7","7,9"
01.05.2017,"94,68","0,05","48,9","14,1"
01.06.2017,"94,59","-0,09","70,6","18,1"
01.07.2017,"94,42","-0,17","111,3","18,6"
01.08.2017,"94,42","0,0","86,0","19,3"
01.09.2017,"94,42","0,0","77,2","13,9"
01.10.2017,"94,53","0,11","90,2","11,4"
01.11.2017,"94,78","0,25","48,8","5,6"
01.12.2017,"95,16","0,38","51,1","2,9"
01.01.2018,"95,84","0,68","55,7","2,3"
01.02.2018,"96,63","0,79","3,3","-2,4"
01.03.2018,"96,87","0,24","33,9","1,0"
01.04.2018,"96,86","-0,01","27,7","13,5"
01.05.2018,"96,87","0,01","50,2","17,4"
01.06.2018,"96,65","-0,22","72,1","19,8"
01.07.2018,"96,58","-0,07","103,1","20,6"
01.08.2018,"95,91","-0,67","15,0","21,8"
01.09.2018,"95,48","-0,43","37,8","16,6"
01.10.2018,"95,29","-0,19","39,8","11,2"
01.11.2018,"95,17","-0,12","17,7","5,4"
01.12.2018,"95,15","-0,02","50,9","2,6"
01.01.2019,"95,07","-0,08","41,7","-0,3"
01.02.2019,"95,0","-0,07","25,7","4,0"
01.03.2019,"94,93","-0,07","37,7","7,0"
01.04.2019,"94,8","-0,13","9,1","10,7"
01.05.2019,"94,68","-0,12","102,5","12,3"
01.06.2019,"94,48","-0,2","17,5","23,1"
01.07.2019,"94,23","-0,25","10,1","19,7"
01.08.2019,"94,11","-0,12","43,5","21,3"
01.09.2019,"93,96","-0,15","50,8","14,9"
01.10.2019,"93,96","0,0","21,6","11,5"
01.11.2019,"93,93","-0,03","38,4","6,8"
01.12.2019,"93,89","-0,04","18,3","3,8"
01.01.2020,"93,82","-0,07","33,1","3,5"
01.02.2020,"93,8","-0,02","66,0","5,4"
01.03.2020,"93,96","0,16","27,1","5,4"
01.04.2020,"93,85","-0,11","5,0","9,4"
01.05.2020,"93,8","-0,05","61,3","12,1"
01.06.2020,"93,69","-0,11","89,9","18,8"
01.07.2020,"93,55","-0,14","46,1","19,5"
01.08.2020,"93,44","-0,11","97,0","21,1"
01.09.2020,"93,38","-0,06","46,7","15,9"
01.10.2020,"93,41","0,03","77,4","11,4"
01.11.2020,"93,34","-0,07","10,0","6,4"
01.12.2020,"93,32","-0,02","29,2","2,5"
01.01.2021,"93,34","0,02","45,6","-0,2"
01.02.2021,"93,34","0,0","32,5","-0,4"
01.03.2021,"93,6","0,26","12,3","4,4"
01.04.2021,"93,97","0,37","38,5","6,8"
01.05.2021,"94,23","0,26","91,0","12,7"
01.06.2021,"94,25","0,02","38,4","20,5"
01.07.2021,"94,18","-0,07","53,9","21,4"
01.08.2021,"94,1","-0,08","90,3","18,0"
01.09.2021,"94,04","-0,06","8,4","15,7"
01.10.2021,"93,99","-0,05","26,7","10,5"
01.11.2021,"93,92","-0,07","32,8","5,8"
01.12.2021,"93,89","-0,03","29,4","-0,2"
01.01.2022,"93,93","0,04","59,4","1,7"
01.02.2022,"94,07","0,14","55,5","4,5"
01.03.2022,"94,49","0,42","0,0","4,3"
01.04.2022,"94,5","0,01","38,8","7,8"
01.05.2022,"94,38","-0,12","49,9","14,6"
01.06.2022,"94,29","-0,09","58,6","19,6"
01.07.2022,"94,09","-0,2","65,2","20,4"
01.08.2022,"93,9","-0,19","32,1","22,2"
01.09.2022,"93,77","-0,13","43,8","13,7"
01.10.2022,"93,66","-0,11","37,9","12,6"
01.11.2022,"93,51","-0,15","16,2","5,0"
01.12.2022,"93,51","0,0","39,1","1,2"
01.01.2023,"93,53","0,02","47,4","3,5"
01.02.2023,"93,61","0,08","37,0","2,6"
01.03.2023,"93,72","0,11","43,2","5,1"
01.04.2023,"94,18","0,46","44,4","8,4"
01.05.2023,"94,22","0,04","29,1","13,3"
01.06.2023,"94,04","-0,18","39,3","19,3"
01.07.2023,"93,91","-0,13","38,4","20,4"
01.08.2023,"93,71","-0,2","105,5","20,0"
01.09.2023,"93,57","-0,14","7,8","18,7"
01.10.2023,"93,53","-0,04","48,4","11,5"
01.11.2023,"93,55","0,02","84,5","4,8"
01.12.2023,"93,5","-0,05","64,1","2,8"
01.01.2024,"93,4","-0,1","53,9","0,6"
01.02.2024,"93,39","-0,01","60,0","6,3"
01.03.2024,"94,34","0,95","21,7","7,9"
01.04.2024,"94,41","0,07","41,0","11,2"
01.05.2024,"94,39","-0,02","42,6","17,2"
01.06.2024,"94,19","-0,2","76,8","18,9"
01.07.2024,"94,16","-0,03","75,6","20,7"
01.08.2024,"94,07","-0,09","39,3","21,3"
01.09.2024,"94,01","-0,06","56,4","17,7"
01.10.2024,"93,59","-0,42","26,6","11,2"
